id,name,type1,type2,hp,attack,defense,special-attack,special-defense,speed,weight,height,image_url,generation,category,total_stats,combined_type
172,pichu,eléctrico,,20,40,15,35,35,60,20,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/172.png,2,Común,205,eléctrico
173,cleffa,hada,,50,25,28,45,55,15,30,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/173.png,2,Común,218,hada
174,igglybuff,normal,hada,90,30,15,40,20,15,10,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/174.png,2,Común,210,normal/hada
175,togepi,hada,,35,20,65,40,65,20,15,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/175.png,2,Común,245,hada
176,togetic,hada,volador,55,40,85,80,105,40,32,6,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/176.png,2,Común,405,hada/volador
177,natu,psíquico,volador,40,50,45,70,45,70,20,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/177.png,2,Común,320,psíquico/volador
178,xatu,psíquico,volador,65,75,70,95,70,95,150,15,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/178.png,2,Común,470,psíquico/volador
179,mareep,eléctrico,,55,40,40,65,45,35,78,6,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/179.png,2,Común,280,eléctrico
180,flaaffy,eléctrico,,70,55,55,80,60,45,133,8,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/180.png,2,Común,365,eléctrico
181,ampharos,eléctrico,,90,75,85,115,90,55,615,14,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/181.png,2,Común,510,eléctrico
182,bellossom,planta,,75,80,95,90,100,50,58,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/182.png,2,Común,490,planta
183,marill,agua,hada,70,20,50,20,50,40,85,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/183.png,2,Común,250,agua/hada
184,azumarill,agua,hada,100,50,80,60,80,50,285,8,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/184.png,2,Común,420,agua/hada
185,sudowoodo,roca,,70,100,115,30,65,30,380,12,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/185.png,2,Común,410,roca
186,politoed,agua,,90,75,75,90,100,70,339,11,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/186.png,2,Común,500,agua
187,hoppip,planta,volador,35,35,40,35,55,50,5,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/187.png,2,Común,250,planta/volador
188,skiploom,planta,volador,55,45,50,45,65,80,10,6,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/188.png,2,Común,340,planta/volador
189,jumpluff,planta,volador,75,55,70,55,95,110,30,8,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/189.png,2,Común,460,planta/volador
190,aipom,normal,,55,70,55,40,55,85,115,8,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/190.png,2,Común,360,normal
191,sunkern,planta,,30,30,30,30,30,30,18,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/191.png,2,Común,180,planta
192,sunflora,planta,,75,75,55,105,85,30,85,8,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/192.png,2,Común,425,planta
193,yanma,bicho,volador,65,65,45,75,45,95,380,12,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/193.png,2,Común,390,bicho/volador
194,wooper,agua,tierra,55,45,45,25,25,15,85,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/194.png,2,Común,210,agua/tierra
195,quagsire,agua,tierra,95,85,85,65,65,35,750,14,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/195.png,2,Común,430,agua/tierra
196,espeon,psíquico,,65,65,60,130,95,110,265,9,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/196.png,2,Común,525,psíquico
197,umbreon,oscuro,,95,65,110,60,130,65,270,10,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/197.png,2,Común,525,oscuro
198,murkrow,oscuro,volador,60,85,42,85,42,91,21,5,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/198.png,2,Común,405,oscuro/volador
199,slowking,agua,psíquico,95,75,80,100,110,30,795,20,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/199.png,2,Común,490,agua/psíquico
200,misdreavus,fantasma,,60,60,60,85,85,85,10,7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/200.png,2,Común,435,fantasma
201,unown,psíquico,,48,72,48,72,48,48,50,5,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/201.png,2,Común,336,psíquico
202,wobbuffet,psíquico,,190,33,58,33,58,33,285,13,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/202.png,2,Común,405,psíquico
203,girafarig,normal,psíquico,70,80,65,90,65,85,415,15,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/203.png,2,Común,455,normal/psíquico
204,pineco,bicho,,50,65,90,35,35,15,72,6,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/204.png,2,Común,290,bicho
205,forretress,bicho,acero,75,90,140,60,60,40,1258,12,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/205.png,2,Común,465,bicho/acero
206,dunsparce,normal,,100,70,70,65,65,45,140,15,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/206.png,2,Común,415,normal
207,gligar,tierra,volador,65,75,105,35,65,85,648,11,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/207.png,2,Común,430,tierra/volador
208,steelix,acero,tierra,75,85,200,55,65,30,4000,92,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/208.png,2,Común,510,acero/tierra
209,snubbull,hada,,60,80,50,40,40,30,78,6,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/209.png,2,Común,300,hada
210,granbull,hada,,90,120,75,60,60,45,487,14,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/210.png,2,Común,450,hada
211,qwilfish,agua,veneno,65,95,85,55,55,85,39,5,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/211.png,2,Común,440,agua/veneno
212,scizor,bicho,acero,70,130,100,55,80,65,1180,18,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/212.png,2,Común,500,bicho/acero
213,shuckle,bicho,roca,20,10,230,10,230,5,205,6,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/213.png,2,Común,505,bicho/roca
214,heracross,bicho,lucha,80,125,75,40,95,85,540,15,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/214.png,2,Común,500,bicho/lucha
215,sneasel,oscuro,hielo,55,95,55,35,75,115,280,9,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/215.png,2,Común,430,oscuro/hielo
216,teddiursa,normal,,60,80,50,50,50,40,88,6,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/216.png,2,Común,330,normal
217,ursaring,normal,,90,130,75,75,75,55,1258,18,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/217.png,2,Común,500,normal
218,slugma,fuego,,40,40,40,70,40,20,350,7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/218.png,2,Común,250,fuego
219,magcargo,fuego,roca,60,50,120,90,80,30,550,8,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/219.png,2,Común,430,fuego/roca
220,swinub,hielo,tierra,50,50,40,30,30,50,65,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/220.png,2,Común,250,hielo/tierra
221,piloswine,hielo,tierra,100,100,80,60,60,50,558,11,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/221.png,2,Común,450,hielo/tierra
222,corsola,agua,roca,65,55,95,65,95,35,50,6,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/222.png,2,Común,410,agua/roca
223,remoraid,agua,,35,65,35,65,35,65,120,6,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/223.png,2,Común,300,agua
224,octillery,agua,,75,105,75,105,75,45,285,9,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/224.png,2,Común,480,agua
225,delibird,hielo,volador,45,55,45,65,45,75,160,9,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/225.png,2,Común,330,hielo/volador
226,mantine,agua,volador,85,40,70,80,140,70,2200,21,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/226.png,2,Común,485,agua/volador
227,skarmory,acero,volador,65,80,140,40,70,70,505,17,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/227.png,2,Común,465,acero/volador
228,houndour,oscuro,fuego,45,60,30,80,50,65,108,6,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/228.png,2,Común,330,oscuro/fuego
229,houndoom,oscuro,fuego,75,90,50,110,80,95,350,14,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/229.png,2,Común,500,oscuro/fuego
230,kingdra,agua,dragón,75,95,95,95,95,85,1520,18,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/230.png,2,Común,540,agua/dragón
231,phanpy,tierra,,90,60,60,40,40,40,335,5,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/231.png,2,Común,330,tierra
232,donphan,tierra,,90,120,120,60,60,50,1200,11,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/232.png,2,Común,500,tierra
233,porygon2,normal,,85,80,90,105,95,60,325,6,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/233.png,2,Común,515,normal
234,stantler,normal,,73,95,62,85,65,85,712,14,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/234.png,2,Común,465,normal
235,smeargle,normal,,55,20,35,20,45,75,580,12,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/235.png,2,Común,250,normal
236,tyrogue,lucha,,35,35,35,35,35,35,210,7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/236.png,2,Común,210,lucha
237,hitmontop,lucha,,50,95,95,35,110,70,480,14,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/237.png,2,Común,455,lucha
238,smoochum,hielo,psíquico,45,30,15,85,65,65,60,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/238.png,2,Común,305,hielo/psíquico
239,elekid,eléctrico,,45,63,37,65,55,95,235,6,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/239.png,2,Común,360,eléctrico
240,magby,fuego,,45,75,37,70,55,83,214,7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/240.png,2,Común,365,fuego
241,miltank,normal,,95,80,105,40,70,100,755,12,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/241.png,2,Común,490,normal
242,blissey,normal,,255,10,10,75,135,55,468,15,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/242.png,2,Común,540,normal
243,raikou,eléctrico,,90,85,75,115,100,115,1780,19,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/243.png,2,Legendario,580,eléctrico
244,entei,fuego,,115,115,85,90,75,100,1980,21,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/244.png,2,Legendario,580,fuego
245,suicune,agua,,100,75,115,90,115,85,1870,20,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/245.png,2,Legendario,580,agua
246,larvitar,roca,tierra,50,64,50,45,50,41,720,6,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/246.png,2,Común,300,roca/tierra
247,pupitar,roca,tierra,70,84,70,65,70,51,1520,12,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/247.png,2,Común,410,roca/tierra
248,tyranitar,roca,oscuro,100,134,110,95,100,61,2020,20,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/248.png,2,Común,600,roca/oscuro
249,lugia,psíquico,volador,106,90,130,90,154,110,2160,52,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/249.png,2,Legendario,680,psíquico/volador
250,ho-oh,fuego,volador,106,130,90,110,154,90,1990,38,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/250.png,2,Legendario,680,fuego/volador
251,celebi,psíquico,planta,100,100,100,100,100,100,50,6,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/251.png,2,Mítico,600,psíquico/planta
252,treecko,planta,,40,45,35,65,55,70,50,5,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/252.png,3,Común,310,planta
253,grovyle,planta,,50,65,45,85,65,95,216,9,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/253.png,3,Común,405,planta
254,sceptile,planta,,70,85,65,105,85,120,522,17,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/254.png,3,Común,530,planta
255,torchic,fuego,,45,60,40,70,50,45,25,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/255.png,3,Común,310,fuego
256,combusken,fuego,lucha,60,85,60,85,60,55,195,9,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/256.png,3,Común,405,fuego/lucha
257,blaziken,fuego,lucha,80,120,70,110,70,80,520,19,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/257.png,3,Común,530,fuego/lucha
258,mudkip,agua,,50,70,50,50,50,40,76,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/258.png,3,Común,310,agua
259,marshtomp,agua,tierra,70,85,70,60,70,50,280,7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/259.png,3,Común,405,agua/tierra
260,swampert,agua,tierra,100,110,90,85,90,60,819,15,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/260.png,3,Común,535,agua/tierra
261,poochyena,oscuro,,35,55,35,30,30,35,136,5,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/261.png,3,Común,220,oscuro
262,mightyena,oscuro,,70,90,70,60,60,70,370,10,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/262.png,3,Común,420,oscuro
263,zigzagoon,normal,,38,30,41,30,41,60,175,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/263.png,3,Común,240,normal
264,linoone,normal,,78,70,61,50,61,100,325,5,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/264.png,3,Común,420,normal
265,wurmple,bicho,,45,45,35,20,30,20,36,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/265.png,3,Común,195,bicho
266,silcoon,bicho,,50,35,55,25,25,15,100,6,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/266.png,3,Común,205,bicho
267,beautifly,bicho,volador,60,70,50,100,50,65,284,10,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/267.png,3,Común,395,bicho/volador
268,cascoon,bicho,,50,35,55,25,25,15,115,7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/268.png,3,Común,205,bicho
269,dustox,bicho,veneno,60,50,70,50,90,65,316,12,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/269.png,3,Común,385,bicho/veneno
270,lotad,agua,planta,40,30,30,40,50,30,26,5,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/270.png,3,Común,220,agua/planta
271,lombre,agua,planta,60,50,50,60,70,50,325,12,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/271.png,3,Común,340,agua/planta
272,ludicolo,agua,planta,80,70,70,90,100,70,550,15,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/272.png,3,Común,480,agua/planta
273,seedot,planta,,40,40,50,30,30,30,40,5,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/273.png,3,Común,220,planta
274,nuzleaf,planta,oscuro,70,70,40,60,40,60,280,10,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/274.png,3,Común,340,planta/oscuro
275,shiftry,planta,oscuro,90,100,60,90,60,80,596,13,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/275.png,3,Común,480,planta/oscuro
276,taillow,normal,volador,40,55,30,30,30,85,23,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/276.png,3,Común,270,normal/volador
277,swellow,normal,volador,60,85,60,75,50,125,198,7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/277.png,3,Común,455,normal/volador
278,wingull,agua,volador,40,30,30,55,30,85,95,6,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/278.png,3,Común,270,agua/volador
279,pelipper,agua,volador,60,50,100,95,70,65,280,12,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/279.png,3,Común,440,agua/volador
280,ralts,psíquico,hada,28,25,25,45,35,40,66,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/280.png,3,Común,198,psíquico/hada
281,kirlia,psíquico,hada,38,35,35,65,55,50,202,8,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/281.png,3,Común,278,psíquico/hada
282,gardevoir,psíquico,hada,68,65,65,125,115,80,484,16,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/282.png,3,Común,518,psíquico/hada
283,surskit,bicho,agua,40,30,32,50,52,65,17,5,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/283.png,3,Común,269,bicho/agua
284,masquerain,bicho,volador,70,60,62,100,82,80,36,8,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/284.png,3,Común,454,bicho/volador
285,shroomish,planta,,60,40,60,40,60,35,45,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/285.png,3,Común,295,planta
286,breloom,planta,lucha,60,130,80,60,60,70,392,12,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/286.png,3,Común,460,planta/lucha
287,slakoth,normal,,60,60,60,35,35,30,240,8,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/287.png,3,Común,280,normal
288,vigoroth,normal,,80,80,80,55,55,90,465,14,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/288.png,3,Común,440,normal
289,slaking,normal,,150,160,100,95,65,100,1305,20,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/289.png,3,Común,670,normal
290,nincada,bicho,tierra,31,45,90,30,30,40,55,5,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/290.png,3,Común,266,bicho/tierra
291,ninjask,bicho,volador,61,90,45,50,50,160,120,8,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/291.png,3,Común,456,bicho/volador
292,shedinja,bicho,fantasma,1,90,45,30,30,40,12,8,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/292.png,3,Común,236,bicho/fantasma
293,whismur,normal,,64,51,23,51,23,28,163,6,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/293.png,3,Común,240,normal
294,loudred,normal,,84,71,43,71,43,48,405,10,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/294.png,3,Común,360,normal
295,exploud,normal,,104,91,63,91,73,68,840,15,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/295.png,3,Común,490,normal
296,makuhita,lucha,,72,60,30,20,30,25,864,10,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/296.png,3,Común,237,lucha
297,hariyama,lucha,,144,120,60,40,60,50,2538,23,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/297.png,3,Común,474,lucha
298,azurill,normal,hada,50,20,40,20,40,20,20,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/298.png,3,Común,190,normal/hada
299,nosepass,roca,,30,45,135,45,90,30,970,10,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/299.png,3,Común,375,roca
300,skitty,normal,,50,45,45,35,35,50,110,6,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/300.png,3,Común,260,normal
301,delcatty,normal,,70,65,65,55,55,90,326,11,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/301.png,3,Común,400,normal
302,sableye,oscuro,fantasma,50,75,75,65,65,50,110,5,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/302.png,3,Común,380,oscuro/fantasma
303,mawile,acero,hada,50,85,85,55,55,50,115,6,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/303.png,3,Común,380,acero/hada
304,aron,acero,roca,50,70,100,40,40,30,600,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/304.png,3,Común,330,acero/roca
305,lairon,acero,roca,60,90,140,50,50,40,1200,9,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/305.png,3,Común,430,acero/roca
306,aggron,acero,roca,70,110,180,60,60,50,3600,21,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/306.png,3,Común,530,acero/roca
307,meditite,lucha,psíquico,30,40,55,40,55,60,112,6,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/307.png,3,Común,280,lucha/psíquico
308,medicham,lucha,psíquico,60,60,75,60,75,80,315,13,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/308.png,3,Común,410,lucha/psíquico
309,electrike,eléctrico,,40,45,40,65,40,65,152,6,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/309.png,3,Común,295,eléctrico
310,manectric,eléctrico,,70,75,60,105,60,105,402,15,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/310.png,3,Común,475,eléctrico
311,plusle,eléctrico,,60,50,40,85,75,95,42,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/311.png,3,Común,405,eléctrico
312,minun,eléctrico,,60,40,50,75,85,95,42,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/312.png,3,Común,405,eléctrico
313,volbeat,bicho,,65,73,75,47,85,85,177,7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/313.png,3,Común,430,bicho
314,illumise,bicho,,65,47,75,73,85,85,177,6,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/314.png,3,Común,430,bicho
315,roselia,planta,veneno,50,60,45,100,80,65,20,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/315.png,3,Común,400,planta/veneno
316,gulpin,veneno,,70,43,53,43,53,40,103,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/316.png,3,Común,302,veneno
317,swalot,veneno,,100,73,83,73,83,55,800,17,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/317.png,3,Común,467,veneno
318,carvanha,agua,oscuro,45,90,20,65,20,65,208,8,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/318.png,3,Común,305,agua/oscuro
319,sharpedo,agua,oscuro,70,120,40,95,40,95,888,18,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/319.png,3,Común,460,agua/oscuro
320,wailmer,agua,,130,70,35,70,35,60,1300,20,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/320.png,3,Común,400,agua
321,wailord,agua,,170,90,45,90,45,60,3980,145,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/321.png,3,Común,500,agua
322,numel,fuego,tierra,60,60,40,65,45,35,240,7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/322.png,3,Común,305,fuego/tierra
323,camerupt,fuego,tierra,70,100,70,105,75,40,2200,19,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/323.png,3,Común,460,fuego/tierra
324,torkoal,fuego,,70,85,140,85,70,20,804,5,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/324.png,3,Común,470,fuego
325,spoink,psíquico,,60,25,35,70,80,60,306,7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/325.png,3,Común,330,psíquico
326,grumpig,psíquico,,80,45,65,90,110,80,715,9,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/326.png,3,Común,470,psíquico
327,spinda,normal,,60,60,60,60,60,60,50,11,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/327.png,3,Común,360,normal
328,trapinch,tierra,,45,100,45,45,45,10,150,7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/328.png,3,Común,290,tierra
329,vibrava,tierra,dragón,50,70,50,50,50,70,153,11,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/329.png,3,Común,340,tierra/dragón
330,flygon,tierra,dragón,80,100,80,80,80,100,820,20,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/330.png,3,Común,520,tierra/dragón
331,cacnea,planta,,50,85,40,85,40,35,513,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/331.png,3,Común,335,planta
332,cacturne,planta,oscuro,70,115,60,115,60,55,774,13,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/332.png,3,Común,475,planta/oscuro
333,swablu,normal,volador,45,40,60,40,75,50,12,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/333.png,3,Común,310,normal/volador
334,altaria,dragón,volador,75,70,90,70,105,80,206,11,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/334.png,3,Común,490,dragón/volador
335,zangoose,normal,,73,115,60,60,60,90,403,13,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/335.png,3,Común,458,normal
336,seviper,veneno,,73,100,60,100,60,65,525,27,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/336.png,3,Común,458,veneno
337,lunatone,roca,psíquico,90,55,65,95,85,70,1680,10,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/337.png,3,Común,460,roca/psíquico
338,solrock,roca,psíquico,90,95,85,55,65,70,1540,12,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/338.png,3,Común,460,roca/psíquico
339,barboach,agua,tierra,50,48,43,46,41,60,19,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/339.png,3,Común,288,agua/tierra
340,whiscash,agua,tierra,110,78,73,76,71,60,236,9,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/340.png,3,Común,468,agua/tierra
341,corphish,agua,,43,80,65,50,35,35,115,6,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/341.png,3,Común,308,agua
342,crawdaunt,agua,oscuro,63,120,85,90,55,55,328,11,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/342.png,3,Común,468,agua/oscuro
